,Layertype,x_pos,y_pos
131,ONL,13683.604838709678,6471.806451612903
132,GL,13196.461254612546,6478.324723247232
133,GL,13241.741935483871,6471.440860215053
134,ONL,12042.293706293707,6476.027972027972
135,ONL,12310.176923076922,6486.484615384616
136,GL,13307.445205479453,6477.171232876713
137,ONL,12634.5,6485.3125
138,GL,12908.70588235294,6477.735294117647
139,ONL,13576.102857142858,6484.634285714285
140,GL,12780.52583586626,6489.349544072948
141,GL,12891.203448275865,6489.813793103448
142,GL,13160.92868719611,6495.038897893031
143,GL,13229.723529411764,6491.541176470589
144,GL,13393.866666666669,6485.2
145,GL,13523.675925925923,6485.435185185185
146,ONL,11928.583850931676,6489.850931677019
147,GL,12803.957816377171,6494.952853598015
148,GL,13097.632508833922,6497.992932862191
149,ONL,13716.072727272727,6491.915151515152
150,GL,13465.923529411764,6491.117647058823
151,GL,13554.24844720497,6489.490683229814
152,ONL,12519.87434554974,6496.246073298429
153,GL,13038.670212765956,6491.159574468085
154,ONL,13607.981481481482,6490.240740740741
155,ONL,12567.98918918919,6494.1783783783785
156,GL,12971.443089430892,6493.752032520325
157,GL,13286.01880877743,6500.238244514107
158,ONL,13649.73076923077,6495.269230769231
159,ONL,11887.006097560976,6502.725609756098
160,ONL,12125.825938566551,6512.815699658703
161,ONL,12172.234782608695,6504.347826086957
162,GL,13026.142857142857,6505.333333333333
163,GL,12902.701149425287,6503.770114942528
164,GL,13245.811764705884,6506.829411764706
165,GL,13399.430317848412,6512.677261613692
166,GL,13496.602564102564,6504.692307692308
167,ONL,12208.855203619907,6510.3891402714935
168,ONL,11281.690954773869,6517.08040201005
169,ONL,12666.423076923076,6512.048076923077
170,ONL,13623.745098039217,6509.254901960784
171,ONL,11865.65322580645,6511.975806451613
172,ONL,12539.70588235294,6516.235294117647
173,GL,12918.53125,6512.645833333333
174,GL,13442.754838709678,6513.4838709677415
175,GL,13558.18918918919,6522.09009009009
176,ONL,13660.052083333334,6511.375
177,ONL,12452.716312056738,6516.106382978724
178,GL,12689.044943820223,6525.59925093633
179,GL,12808.618860510804,6524.56188605108
180,ONL,13761.741573033709,6518.179775280899
181,ONL,12259.76404494382,6520.640449438202
182,ONL,12005.536231884058,6525.840579710145
183,ONL,12508.498054474709,6525.568093385214
184,ONL,12642.979591836734,6529.657596371882
185,GL,12709.827272727272,6522.036363636364
186,GL,13610.4765625,6523.6328125
187,ONL,11842.308411214954,6524.327102803738
188,ONL,12051.954887218046,6525.015037593985
189,GL,13466.466165413534,6522.338345864661
190,GL,13496.0,6522.37037037037
191,GL,13586.926315789471,6522.6
192,GL,13650.194174757282,6526.271844660194
193,ONL,13785.469879518072,6527.5
194,GL,13160.091603053435,6530.442748091603
195,GL,13325.657303370786,6530.8707865168535
196,GL,13537.776155717762,6537.104622871047
197,GL,12980.10606060606,6528.409090909091
198,GL,13124.421428571428,6530.742857142857
199,ONL,11817.335423197492,6541.990595611285
200,GL,13243.09375,6533.875
201,GL,13348.46,6531.11
202,GL,13295.545454545454,6533.555555555556
203,ONL,12087.59585492228,6551.518134715026
204,GL,13037.59677419355,6536.967741935484
205,GL,13086.844444444445,6538.255555555556
206,ONL,13748.418181818182,6539.809090909091
207,ONL,12521.30357142857,6549.477678571428
208,ONL,12600.93137254902,6538.911764705882
209,ONL,11846.27868852459,6540.401639344263
210,ONL,12470.954887218046,6542.466165413533
211,GL,12664.377777777778,6539.7444444444445
212,GL,12824.434426229507,6541.622950819672
213,GL,13268.933035714286,6543.59375
214,GL,13662.34328358209,6544.656716417911
215,ONL,11901.152542372882,6546.364406779661
216,GL,12750.139784946236,6546.290322580645
217,ONL,12323.33082706767,6553.037593984963
218,GL,12807.014778325123,6551.931034482759
219,GL,13356.0,6547.975
220,GL,13633.054852320674,6557.09282700422
221,ONL,11783.188679245282,6562.229559748428
222,ONL,11919.619047619048,6553.511904761905
223,GL,12694.454545454546,6553.072727272727
224,GL,12881.052083333334,6550.1875
225,GL,13131.165975103737,6555.539419087137
226,ONL,11949.65,6557.575
227,ONL,11969.20792079208,6550.633663366337
228,ONL,12552.27868852459,6551.94262295082
229,GL,12775.877777777778,6557.329629629629
230,GL,13156.56811594203,6560.83768115942
231,ONL,12111.386740331493,6559.900552486188
232,GL,13042.92824074074,6565.458333333333
233,GL,13061.278481012658,6556.164556962025
234,GL,13495.29292929293,6556.636363636364
235,ONL,13859.17880794702,6561.685430463576
236,GL,13308.59217877095,6562.787709497206
237,GL,13518.28806584362,6560.197530864198
238,ONL,13767.72131147541,6562.377049180328
239,ONL,12025.058823529413,6564.31512605042
240,ONL,12153.834210526316,6576.418421052632
241,ONL,12338.9900990099,6575.89603960396
242,GL,12609.44366197183,6575.356807511737
243,GL,12843.406779661016,6559.033898305085
244,GL,12891.63125,6572.983333333334
245,GL,13089.089552238804,6560.156716417911
246,GL,13289.872727272726,6559.945454545455
247,GL,13548.09385665529,6569.78156996587
248,GL,13657.0,6563.296875
249,ONL,12574.474137931034,6566.370689655172
250,GL,13110.405555555555,6566.555555555556
251,GL,13199.558252427183,6568.116504854369
252,ONL,11750.491749174918,6573.102310231023
253,ONL,12054.742857142855,6567.171428571429
254,GL,12752.40566037736,6565.66037735849
255,GL,13683.146551724138,6567.560344827586
256,ONL,13796.658653846154,6569.278846153846
257,GL,12711.158878504672,6571.355140186916
258,ONL,13890.598484848484,6569.583333333333
259,ONL,12129.081632653062,6569.326530612245
260,ONL,12192.29365079365,6571.611111111111
261,GL,13371.177966101695,6573.9152542372885
262,ONL,12000.18125,6578.4875
263,GL,12869.880952380952,6570.4047619047615
264,ONL,11914.978494623656,6576.876344086021
265,GL,13416.855319148935,6584.534042553191
266,GL,13608.5625,6572.6
267,ONL,11724.53846153846,6579.3
268,ONL,11797.59523809524,6576.309523809524
269,ONL,12519.247191011236,6576.539325842697
270,GL,13241.08154506438,6580.420600858369
271,GL,13648.14358974359,6580.902564102564
272,GL,13675.949843260189,6587.880877742947
273,GL,13778.69300911854,6590.823708206687
274,ONL,11957.621794871797,6583.384615384615
275,GL,13085.844155844155,6575.714285714285
276,GL,13737.657718120803,6578.832214765101
277,GL,12637.56338028169,6586.056338028169
278,GL,13139.914425427873,6588.430317848411
279,ONL,11703.578651685391,6589.483146067416
280,ONL,11882.842105263158,6584.361842105263
281,ONL,12104.438016528926,6582.702479338843
282,GL,12917.338842975209,6590.818181818182
283,ONL,12372.062146892657,6589.079096045198
284,ONL,12447.035714285714,6594.130952380952
285,GL,13160.597597597598,6595.444444444444
286,GL,13720.070175438595,6585.789473684211
287,GL,13760.319587628866,6582.257731958763
288,ONL,13831.70202020202,6605.883838383838
289,ONL,12308.675925925923,6588.907407407408
290,GL,12847.479041916167,6590.281437125748
291,ONL,12477.058823529413,6588.578431372549
292,GL,12995.90776699029,6592.514563106796
293,GL,13043.43113772455,6586.760479041916
294,GL,13462.612676056338,6590.2535211267605
295,ONL,13918.054054054051,6587.540540540541
296,ONL,11775.536231884058,6595.16425120773
297,ONL,12348.218543046358,6596.569536423841
298,GL,13012.977528089888,6589.101123595506
299,GL,13332.757352941177,6593.404411764706
300,ONL,13799.900497512435,6591.975124378109
301,ONL,13890.78448275862,6589.310344827586
302,ONL,12031.103542234332,6601.237057220708
303,ONL,12557.300653594772,6592.385620915033
304,GL,12655.5234375,6592.921875
305,GL,12694.751937984496,6593.294573643411
306,GL,13569.441176470587,6602.431372549019
307,ONL,12082.030303030304,6601.352272727273
308,GL,12812.350746268658,6600.55223880597
309,GL,12892.421052631578,6598.5730994152045
310,GL,13281.762962962965,6602.477777777778
311,ONL,11667.754098360656,6608.426229508197
312,ONL,11755.416666666666,6608.053921568628
313,GL,13646.920634920634,6613.050793650794
314,ONL,11808.790697674418,6602.162790697675
315,ONL,13926.698237885465,6610.539647577092
316,GL,13665.358823529412,6611.582352941176
317,ONL,12522.706896551725,6606.146551724138
318,GL,13028.173611111111,6607.3125
319,ONL,12540.980198019804,6606.089108910891
320,GL,12615.091549295774,6608.957746478874
321,GL,13553.51711026616,6619.003802281369
322,ONL,12178.908571428572,6619.931428571429
323,GL,12776.658385093167,6611.83850931677
324,GL,13197.9898989899,6610.323232323232
325,GL,13419.219135802468,6616.901234567901
326,ONL,11111.645669291338,6616.834645669292
327,ONL,11785.826086956522,6619.489130434783
328,ONL,11869.460076045629,6629.794676806084
329,ONL,12237.4921875,6615.8515625
330,ONL,12507.1875,6613.9375
331,GL,12705.601374570446,6616.5807560137455
332,ONL,12267.907692307692,6615.123076923077
333,ONL,12442.898305084746,6623.569491525424
334,GL,12581.624,6626.646
335,GL,12680.693181818182,6613.579545454545
336,GL,12816.564655172411,6620.577586206897
337,GL,12880.88510638298,6619.434042553192
338,GL,13684.13782051282,6624.375
339,ONL,13898.950495049505,6616.683168316832
340,ONL,12056.859154929578,6620.103286384977
341,GL,12846.471264367816,6616.149425287356
342,GL,13235.513513513511,6615.013513513513
343,GL,13795.45652173913,6618.195652173913
344,ONL,11852.81914893617,6620.882978723404
345,ONL,12386.757731958764,6624.938144329897
346,GL,12738.630727762804,6629.393530997305
347,GL,13780.241379310344,6618.793103448276
348,ONL,11898.3825136612,6625.508196721312
349,ONL,12102.152542372882,6627.135593220339
350,ONL,12214.222222222224,6622.188034188034
351,GL,12759.900497512435,6624.990049751244
352,ONL,11951.933333333332,6631.9944444444445
353,GL,13154.29012345679,6621.864197530864
354,GL,13300.28148148148,6627.288888888889
355,GL,13850.340989399294,6640.206713780919
356,ONL,12555.876543209875,6627.246913580247
357,ONL,11630.445595854922,6633.746113989638
358,GL,12662.109589041096,6626.808219178082
359,GL,12928.775,6633.183333333333
360,ONL,13942.41214057508,6632.140575079872
361,ONL,13983.72448979592,6635.272108843537
362,GL,12677.013698630137,6630.267123287671
363,GL,13061.811059907834,6643.488479262673
364,GL,13569.854748603351,6634.63687150838
365,ONL,12540.530769230769,6634.023076923077
366,GL,13088.378151260504,6633.605042016807
367,ONL,13901.586854460094,6637.361502347418
368,GL,13372.2,6636.731428571428
369,GL,13795.956140350878,6636.4473684210525
370,ONL,12069.543307086617,6637.732283464567
371,GL,12720.359550561798,6643.683146067416
372,GL,13137.017647058825,6646.120588235294
373,GL,13446.194174757282,6637.456310679611
374,GL,13660.116438356165,6640.595890410959
375,GL,13241.965277777776,6651.538194444444
376,GL,13409.197969543147,6641.010152284264
377,GL,13429.42523364486,6645.093457943925
378,GL,13623.573170731708,6637.134146341464
379,ONL,11700.176,6643.352
380,ONL,11726.039772727272,6643.744318181818
381,GL,12815.309322033898,6651.402542372882
382,GL,13778.093023255817,6644.325581395349
383,ONL,13917.728971962615,6643.177570093458
384,ONL,11602.911602209944,6647.513812154696
385,ONL,12042.825688073395,6645.706422018348
386,ONL,12222.277777777776,6646.623456790124
387,GL,13340.626315789474,6646.38947368421
388,GL,13656.247464503043,6663.922920892495
389,GL,13179.712121212122,6647.219696969697
390,GL,13525.073170731708,6646.162601626016
391,ONL,12499.069444444443,6646.763888888889
392,GL,12772.589586523736,6663.076569678407
393,GL,13584.78804347826,6657.201086956522
394,GL,13693.188,6649.416
395,ONL,13957.05238095238,6648.695238095238
396,ONL,11772.722222222224,6652.736111111111
397,ONL,12196.302631578948,6655.243421052632
398,ONL,11930.0,6664.932624113475
399,GL,13392.19106699752,6661.3399503722085
400,ONL,11888.538095238097,6658.366666666667
401,ONL,12448.22018348624,6655.844036697248
402,GL,12590.337563451776,6666.304568527919
403,GL,12638.79646017699,6654.33628318584
404,GL,12666.20353982301,6655.159292035398
405,GL,13622.765765765766,6654.828828828829
406,ONL,14027.86984126984,6665.346031746032
407,ONL,11590.28038897893,6668.813614262561
408,ONL,12131.188811188813,6657.44055944056
409,GL,12567.74061433447,6664.01023890785
410,GL,13188.899598393577,6660.5140562249
411,GL,13213.328267477204,6663.449848024316
412,GL,13714.40415704388,6667.877598152425
413,GL,13806.114942528737,6657.850574712644
414,ONL,12387.596899224804,6659.558139534884
415,GL,13757.27687296417,6666.013029315961
416,GL,13792.288,6659.424
417,ONL,11790.402542372882,6669.546610169492
418,ONL,12154.344086021503,6661.086021505376
419,ONL,12473.358974358976,6664.902564102564
420,GL,12746.223214285714,6664.879464285715
421,ONL,13900.320610687022,6662.045801526718
422,ONL,13926.486111111111,6665.506944444444
423,ONL,11714.467248908297,6665.144104803493
424,ONL,11822.35737704918,6672.196721311476
425,ONL,12241.036764705885,6673.073529411765
426,ONL,12496.98338870432,6666.90365448505
427,GL,12719.111111111111,6659.601851851852
428,GL,12838.570621468927,6668.209039548023
429,ONL,11853.65925925926,6668.644444444444
430,ONL,12269.082352941175,6676.823529411765
431,ONL,12338.728682170542,6664.139534883721
432,ONL,12361.547619047618,6667.976190476191
433,GL,13046.866666666669,6666.216666666666
434,GL,13873.142857142857,6666.979166666667
435,ONL,11662.297619047618,6670.0297619047615
436,ONL,12042.163793103447,6664.939655172414
437,GL,12856.678111587982,6668.261802575107
438,GL,13496.070588235294,6665.235294117647
439,GL,12943.718446601944,6669.699029126214
440,GL,13429.86607142857,6669.424107142857
441,ONL,11981.493421052632,6672.582236842105
442,GL,12541.98051948052,6672.012987012987
443,ONL,11769.549815498154,6680.568265682657
444,GL,13413.633986928104,6673.653594771242
445,GL,13852.389121338912,6680.117154811715
446,ONL,12174.529411764706,6671.0
447,GL,12616.60425531915,6678.604255319149
448,GL,13734.108108108108,6673.094594594595
449,ONL,13983.677966101695,6675.449152542373
450,ONL,12073.742857142855,6678.317857142857
451,ONL,12311.427536231884,6678.152173913043
452,GL,12810.127659574468,6672.521276595745
453,GL,13229.725806451614,6676.096774193548
454,GL,13263.491039426524,6679.247311827957
455,GL,13599.917127071823,6676.53591160221
456,GL,13792.167597765363,6678.446927374302
457,ONL,14007.691588785046,6676.130841121495
458,ONL,11647.531914893618,6679.234042553191
459,ONL,11734.00558659218,6684.558659217877
460,ONL,12131.077922077922,6675.2467532467535
461,ONL,12334.595918367348,6685.90612244898
462,GL,12559.201492537311,6685.104477611941
463,GL,12823.423913043478,6678.260869565217
464,GL,13569.77037037037,6682.081481481481
465,GL,13632.41884816754,6683.03664921466
466,ONL,11550.985632183909,6688.586206896552
467,ONL,12046.95061728395,6682.024691358025
468,ONL,12204.463235294115,6682.10294117647
469,GL,13894.517857142857,6687.638392857143
470,ONL,11625.681818181818,6682.238636363636
471,GL,12867.69178082192,6687.541095890411
472,GL,13376.431578947368,6691.1973684210525
473,ONL,14048.450980392156,6688.830065359477
474,GL,13587.125628140704,6690.472361809046
475,GL,13676.138888888889,6692.794444444445
476,GL,13807.614457831323,6696.867469879519
477,ONL,12451.310880829016,6692.274611398963
478,GL,12774.441064638784,6691.015209125475
479,GL,12989.13966480447,6692.324022346369
480,GL,13214.917322834646,6691.354330708661
481,GL,13284.974025974028,6692.331168831169
482,GL,13470.153846153846,6686.538461538462
483,GL,13750.383783783784,6692.967567567567
484,GL,12716.211111111112,6690.366666666667
485,GL,13121.43537414966,6691.292517006803
486,GL,13253.324758842444,6695.983922829582
487,ONL,11679.93023255814,6693.069767441861
488,ONL,12176.293706293707,6697.244755244756
489,ONL,12500.956790123457,6697.0
490,GL,13166.318327974275,6697.958199356914
491,GL,13408.033018867924,6696.669811320755
492,GL,13428.68992248062,6693.751937984496
493,GL,13733.85606060606,6697.704545454545
494,ONL,11855.990196078432,6696.372549019608
495,GL,12601.569230769232,6696.761538461538
496,GL,12831.850828729284,6697.259668508287
497,ONL,12144.728571428572,6700.890476190476
498,GL,12524.273255813954,6698.610465116279
499,GL,13316.790645879732,6705.563474387528
500,ONL,11653.834710743802,6696.876033057852
501,ONL,12072.541666666666,6700.972222222223
502,ONL,12197.61344537815,6700.915966386555
503,ONL,14063.380952380952,6700.314285714286
504,ONL,12255.27966101695,6703.516949152542
505,ONL,12318.257142857145,6706.895238095238
506,GL,12566.7343358396,6711.736842105263
507,EPL,13438.275938189843,6711.154525386313
508,GL,13634.876,6711.656
509,GL,13654.85436893204,6711.432038834952
510,GL,13783.44,6707.7225
511,GL,13854.683720930232,6703.995348837209
512,ONL,11504.113382899628,6723.25092936803
513,ONL,11628.326388888889,6713.409722222223
514,ONL,12165.087912087913,6706.428571428572
515,GL,13044.164634146342,6709.073170731707
516,GL,13206.204697986575,6710.097315436242
517,GL,13595.966887417218,6707.920529801325
518,ONL,14080.808743169398,6713.770491803279
519,GL,12900.82905982906,6712.102564102564
520,EPL,13298.935622317596,6713.643776824034
521,EPL,13348.827450980392,6713.949019607843
522,GL,13577.14503816794,6714.900763358779
523,ONL,11536.887804878048,6712.014634146341
524,ONL,11575.602564102564,6718.041666666667
525,GL,12537.091836734691,6709.938775510204
526,EPL,13392.841101694916,6720.074152542373
527,EPL,13456.738372093025,6715.662790697675
528,EPL,13500.281899109792,6716.952522255193
529,GL,13909.190476190475,6708.630952380952
530,ONL,11826.40837696335,6714.010471204188
531,ONL,11904.044247787611,6712.265486725663
532,ONL,12028.94642857143,6713.160714285715
533,ONL,12383.367088607594,6713.835443037975
534,GL,13138.529411764706,6711.504201680672
535,GL,13279.047619047618,6716.523809523809
536,GL,13549.965986394558,6714.3877551020405
537,GL,13670.816964285714,6718.245535714285
538,ONL,11946.15168539326,6714.938202247191
539,GL,12615.90534979424,6723.082304526749
540,GL,12644.92741935484,6714.879032258064
541,EPL,13472.469879518072,6718.012048192771
542,EPL,13533.959731543624,6716.812080536913
543,ONL,11852.524752475249,6715.544554455446
544,ONL,12349.468531468532,6715.664335664335
545,GL,12491.701657458563,6715.784530386741
546,GL,13178.255813953489,6715.220930232558
547,GL,13239.50144092219,6719.475504322767
548,ONL,14537.125,6726.291666666667
549,ONL,11707.444444444443,6718.308641975309
550,GL,12778.492753623188,6719.289855072464
551,GL,12869.247933884297,6718.371900826446
552,GL,12995.323308270676,6719.007518796992
553,EPL,13411.402173913044,6716.228260869565
554,ONL,14044.93103448276,6716.344827586207
555,ONL,11726.646864686469,6723.729372937294
556,ONL,11889.5,6727.180555555556
557,ONL,12012.565217391304,6722.341614906833
558,ONL,11785.370860927153,6722.417218543046
559,GL,12525.574534161491,6725.891304347826
560,GL,13026.883561643835,6724.04794520548
561,GL,13124.378787878788,6723.598484848485
562,EPL,13561.751879699248,6726.112781954887
563,GL,13983.864734299515,6731.763285024154
564,ONL,11476.657407407409,6733.013888888889
565,ONL,12108.378205128203,6726.903846153846
566,GL,13164.54609929078,6723.085106382979
567,EPL,13372.05325443787,6728.443786982249
568,GL,13059.505376344086,6725.784946236559
569,EPL,13602.994505494506,6730.032967032968
570,GL,13782.933789954335,6730.730593607306
571,GL,13908.150537634408,6728.913978494624
572,ONL,12085.786516853932,6726.247191011236
573,EPL,13203.163742690058,6738.61403508772
574,GL,12911.13953488372,6729.709302325581
575,GL,13105.144927536232,6727.666666666667
576,ONL,14126.26837060703,6734.626198083067
577,ONL,11965.892561983472,6735.421487603306
578,ONL,11678.964285714286,6738.7040816326535
579,ONL,11849.398230088496,6733.0
580,ONL,12360.522522522522,6735.054054054054
581,ONL,11558.925925925923,6740.155555555555
582,ONL,11642.649484536085,6738.979381443299
583,ONL,11757.442307692309,6736.1057692307695
584,GL,13101.337719298246,6746.302631578948
585,ONL,11792.432835820897,6743.895522388059
586,ONL,11907.85561497326,6740.27807486631
587,ONL,11941.242603550296,6737.87573964497
588,ONL,12165.367149758456,6741.647342995169
589,ONL,12326.936170212766,6739.737588652482
590,GL,12803.10465116279,6737.406976744186
591,GL,12875.938775510203,6738.3877551020405
592,GL,12928.266846361186,6744.234501347709
593,EPL,13246.35802469136,6739.407407407408
594,EPL,13331.498392282958,6746.993569131832
595,EPL,13455.45945945946,6740.209459459459
596,EPL,13470.98076923077,6737.2307692307695
597,EPL,13504.758241758242,6739.280219780219
598,EPL,13528.214285714286,6738.733333333334
599,GL,12592.02409638554,6745.656626506024
600,EPL,13583.05298013245,6739.76821192053
601,EPL,13622.091836734691,6738.969387755102
602,EPL,13657.867961165048,6746.097087378641
603,ONL,11615.116438356165,6746.219178082192
604,ONL,12123.236363636364,6742.081818181819
605,GL,12555.736196319018,6745.619631901841
606,GL,12747.425531914894,6742.877659574468
607,ONL,11728.844444444445,6741.477777777778
608,ONL,12008.83908045977,6745.80459770115
609,ONL,12050.848648648647,6756.027027027027
610,ONL,12308.051020408164,6752.34693877551
611,GL,13025.245098039217,6742.774509803921
612,EPL,13162.507836990597,6745.724137931034
613,EPL,13302.16317991632,6746.309623430962
614,EPL,13384.056179775282,6749.960674157303
615,GL,13927.850374064838,6757.044887780548
616,GL,14032.3853820598,6757.253599114064
617,ONL,11575.710843373494,6750.108433734939
618,ONL,11980.385026737968,6748.957219251337
619,ONL,12230.509036144578,6749.3825301204815
620,ONL,12342.244897959185,6750.639455782313
621,EPL,13567.581560283688,6747.482269503546
622,ONL,11458.74107142857,6748.6875
623,ONL,12140.0,6749.184782608696
624,GL,12491.984,6755.16
625,EPL,13128.907534246577,6751.578767123287
626,EPL,13189.075,6746.9
627,EPL,13427.802197802195,6751.368131868132
628,EPL,13543.161538461538,6749.446153846154
629,EPL,13597.28806584362,6753.3456790123455
630,ONL,11697.16560509554,6757.146496815287
631,ONL,12372.398058252427,6749.57281553398
632,GL,12468.787974683544,6753.984177215189
633,GL,12709.354838709678,6751.784946236559
634,EPL,13355.99295774648,6751.802816901409
635,GL,13783.70297029703,6756.1064356435645
636,GL,13852.68817204301,6748.956989247312
637,GL,13901.263157894737,6761.401913875598
638,ONL,11820.465437788018,6755.783410138249
639,GL,12509.768072289156,6762.084337349397
640,GL,12632.473282442748,6754.366412213741
641,GL,12529.694736842106,6758.063157894737
642,GL,12949.677290836653,6758.597609561753
643,EPL,13494.549707602338,6758.959064327485
644,ONL,11427.394366197184,6764.234741784037
645,ONL,11468.379912663757,6760.279475982533
646,ONL,11757.781725888324,6760.340101522843
647,ONL,12085.744186046511,6754.220930232558
648,GL,13041.878318584071,6763.745575221239
649,ONL,14081.58024691358,6761.650205761317
650,ONL,11488.24630541872,6765.738916256158
651,ONL,11947.08849557522,6755.796460176991
652,ONL,12357.759615384615,6759.817307692308
653,EPL,13471.977272727272,6756.636363636364
654,EPL,13672.30283911672,6764.148264984227
655,GL,12745.300884955752,6762.982300884956
